2018-09-18 18:31:19.777166 Found interval {'miny': 232, 'maxy': 247, 'amplitude': 0.3717644794370234, 'center': 243, 'trend': 0.005925793646348388}
2018-09-18 18:31:20.030447 Found interval {'miny': 233, 'maxy': 247, 'amplitude': 0.30789248950229486, 'center': 243, 'trend': 0.007881386571031329}
2018-09-18 18:31:24.802376 Found interval {'miny': 228, 'maxy': 236, 'amplitude': 0.2517810238151769, 'center': 234, 'trend': 0.011475902574044688}
2018-09-18 18:31:25.058210 Found interval {'miny': 228, 'maxy': 236, 'amplitude': 0.36501625442914526, 'center': 234, 'trend': 0.011077989060068322}
2018-09-18 18:31:33.256864 Found interval {'miny': 233, 'maxy': 243, 'amplitude': 0.3555370040581292, 'center': 240, 'trend': -0.0036546301840605752}
2018-09-18 18:31:33.504743 Found interval {'miny': 235, 'maxy': 247, 'amplitude': 0.2853658437232111, 'center': 244, 'trend': -0.003479614554998935}
2018-09-18 18:31:33.768770 Found interval {'miny': 233, 'maxy': 242, 'amplitude': 0.42934225973292406, 'center': 239, 'trend': -0.0004221205012695611}
2018-09-18 18:31:34.028352 Found interval {'miny': 233, 'maxy': 243, 'amplitude': 0.38937095450703835, 'center': 240, 'trend': 0.0025762231253928783}
2018-09-18 18:31:40.005977 Found interval {'miny': 232, 'maxy': 241, 'amplitude': 0.5713829067566353, 'center': 238, 'trend': 0.030930356140454418}
2018-09-18 18:31:46.103330 Found interval {'miny': 231, 'maxy': 240, 'amplitude': 1.2704026222360378, 'center': 237, 'trend': 0.015459386691479633}
2018-09-18 18:31:46.354307 Found interval {'miny': 232, 'maxy': 241, 'amplitude': 1.2122521479594819, 'center': 238, 'trend': 0.016930449202647566}
2018-09-18 18:31:46.609676 Found interval {'miny': 232, 'maxy': 241, 'amplitude': 1.1776722086475186, 'center': 238, 'trend': 0.02044961559183628}
2018-09-18 18:31:46.877219 Found interval {'miny': 213, 'maxy': 223, 'amplitude': 0.7567909372785656, 'center': 220, 'trend': 0.017430381390059514}
2018-09-18 18:31:47.126542 Found interval {'miny': 215, 'maxy': 221, 'amplitude': 0.6969531236661103, 'center': 219, 'trend': 0.016233884296984125}
2018-09-18 18:31:49.907445 Found interval {'miny': 248, 'maxy': 264, 'amplitude': 0.6965595967032662, 'center': 260, 'trend': -0.003267415063197361}
2018-09-18 18:31:52.374794 Found interval {'miny': 232, 'maxy': 241, 'amplitude': 1.6121374408693083, 'center': 238, 'trend': -0.014242362520003188}
2018-09-18 18:31:52.626304 Found interval {'miny': 232, 'maxy': 241, 'amplitude': 1.669633616818188, 'center': 238, 'trend': -0.012883631083729044}
2018-09-18 18:31:52.891743 Found interval {'miny': 231, 'maxy': 242, 'amplitude': 1.355167650967425, 'center': 239, 'trend': -0.014164214463020587}
2018-09-18 18:31:53.153176 Found interval {'miny': 231, 'maxy': 243, 'amplitude': 1.186469837951965, 'center': 240, 'trend': -0.015482500351444049}
